"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"c6c2ad7118175be96f54a386c15ea9a3",129.812586701013,8.02934947988366,0.864224299073816,9.29081661842726,1.53109049866974e-20,7.5942088734019e-19,"k__Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella_niemeijerarum"
"9b491d0d97fb5de17c665c98824742e1",46.6840900456346,3.91328956563176,0.973597897487428,4.01941045243711,5.83439514368166e-05,0.000283711763849618,"k__Fungi","Ascomycota","Sordariomycetes","Branch06","unidentified","unidentified","Branch06_sp"
"9505cf04e378858a8be9b04dfa105571",14.8977086381584,-2.48518325126368,0.764739086992534,-3.24971391358729,0.00115521159081489,0.00409274963602989,"k__Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"e0cf8bd1c0789daf95089d0fb5ac9114",18.2553285972364,-1.88573098508292,0.626288951944429,-3.01096000373042,0.00260423153268588,0.00838765480657269,"k__Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_cinnamopurpureum"
"ac33a204534bed1a89a14b65d40c077b",14.0590050187113,-1.35012081253367,0.570669108246228,-2.36585578757336,0.0179884498659011,0.0405557778794861,"k__Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytridiales_fam_Incertae_sedis","unidentified","Chytridiales_fam_Incertae_sedis_sp"
"81684805841f5e05d21823f37da170d3",40.0015736428527,2.65177497900698,0.555575322933766,4.77302513186518,1.81479134578295e-06,1.18439014145835e-05,"k__Fungi","Chytridiomycota","GS13","unidentified","unidentified","unidentified","GS13_sp"
"9aa66c4d3f650dc1d0ea984df8d75c24",27.6371122899951,2.37917073303609,0.8265201614359,2.87853925898528,0.00399521550180748,0.0117953981481935,"k__Fungi","Ascomycota","Sordariomycetes","Branch06","unidentified","unidentified","Branch06_sp"
"d6c64c87b5452f97a5710555e830df53",36.3320085950115,1.5679462130996,0.586496191817653,2.67341243638815,0.00750838751313588,0.0202400011223663,"k__Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium_aseptatum"
"4d2d8d099cd2dc986ba9363bcccd94ad",49.9889625406223,1.14521445533431,0.46245750617537,2.47636688785851,0.0132727107799909,0.0316503103215167,"k__Fungi","Ascomycota","Sordariomycetes","Atractosporales","Conlariaceae","Conlarium","Conlarium_sacchari"
"d6607a7be88fa284e2b17f27f7b74dff",14.805361906451,3.83807425092762,0.840594356682366,4.56590532688754,4.97343203231878e-06,2.93669320003585e-05,"k__Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucocoprinus","Leucocoprinus_sp"
"4c4a568f4c88a042679385a6acf0493a",15.4106074088214,-3.95575716657834,0.870346617175599,-4.54503652741863,5.49257281842614e-06,3.16780943946438e-05,"k__Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe",NA
"75de57aea345273f95cb9f151156b7bb",19.5899860267973,-4.53510937387211,0.816309016545645,-5.55562817750467,2.76615140176607e-08,2.63848287553072e-07,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Sclerostagonospora","Sclerostagonospora_rosae"
"2cc1f8c6ee39641e91e0b906371eeec2",65.4253221550868,-4.70392316236622,0.550007350176601,-8.55247327304962,1.20478624868199e-17,3.31985544081258e-16,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","Pyrenochaetopsis_confluens"
"489f40c3c432d4209fca9ab8d456a50a",66.1314311832398,-2.7291570844591,0.684202485283508,-3.98881492417883,6.64042034223926e-05,0.000316696970168334,"k__Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium_junci"
"a7d3bcaf986653b37c47c9907fdb717e",32.302709434604,-5.18348827716998,0.808798800901371,-6.40887235662715,1.46599862680503e-10,1.91351399709288e-09,"k__Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Tubulicium","Tubulicium_bambusicola"
"c9196cabf8f412690d852482d8a5b15c",32.2980137624983,4.11954832275493,0.678864586798386,6.06829167829074,1.29277962434428e-09,1.39395368190166e-08,"k__Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Albifimbria","Albifimbria_verrucaria"
"3c5d4500afc35352539d1a730488fadb",69.0701746780175,0.973140823256844,0.408106256500253,2.38452806776865,0.0171010434331831,0.0392690626984204,"k__Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Achroiostachys","Achroiostachys_levigata"
"1188cafa1555e669fe300c895d516155",17.5253516540578,5.10127137214593,0.87635962674739,5.82097944319879,5.85037657150702e-09,5.80357355893496e-08,"k__Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"2fa159ab1ad8b3f817c859a1ccf56f75",40.610685025971,1.56067234920983,0.547407478470503,2.85102489569647,0.00435785572906972,0.0127146849506975,"k__Fungi","Ascomycota","Eurotiomycetes","Onygenales","Spiromastigoidaceae","Spiromastigoides","Spiromastigoides_warcupii"
"2f4a8c81f86b4df9939f196fac239954",160.465046863794,-5.93425861173494,0.638525978393458,-9.2936839103487,1.49038552623608e-20,7.5942088734019e-19,"k__Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","Pyrenochaetopsis_terricola"
